PROKKA_MOD_PART0_00016	TIGR01420
PROKKA_MOD_PART0_12180	TIGR02431
PROKKA_MOD_PART0_12183	TIGR03402
PROKKA_MOD_PART0_12185	TIGR01394
PROKKA_MOD_PART0_12192	TIGR03151
PROKKA_MOD_PART0_12201	TIGR00256
PROKKA_MOD_PART0_12209	TIGR00767
PROKKA_MOD_PART0_12210	TIGR00492
PROKKA_MOD_PART0_12212	TIGR01451
PROKKA_MOD_PART0_12213	TIGR03350
PROKKA_MOD_PART0_12214	TIGR01463
PROKKA_MOD_PART0_12216	TIGR00157
PROKKA_MOD_PART0_12222	TIGR00473
PROKKA_MOD_PART0_12223	TIGR01328
PROKKA_MOD_PART0_12235	TIGR00663
PROKKA_MOD_PART0_12240	TIGR01417
PROKKA_MOD_PART0_12249	TIGR00530
PROKKA_MOD_PART0_12252	TIGR02456
PROKKA_MOD_PART0_12259	TIGR01272
PROKKA_MOD_PART0_12267	TIGR03290
PROKKA_MOD_PART0_12274	TIGR03406
PROKKA_MOD_PART0_12275	TIGR02377
PROKKA_MOD_PART0_12276	TIGR01969
PROKKA_MOD_PART0_12279	TIGR02432
PROKKA_MOD_PART0_12288	TIGR00187
PROKKA_MOD_PART0_12289	TIGR00988
PROKKA_MOD_PART0_12302	TIGR00517
PROKKA_MOD_PART0_12303	TIGR01733
PROKKA_MOD_PART0_12304	TIGR01982
PROKKA_MOD_PART0_12313	TIGR01534
PROKKA_MOD_PART0_12314	TIGR03623
PROKKA_MOD_PART0_12315	TIGR02784
PROKKA_MOD_PART0_12318	TIGR03534
PROKKA_MOD_PART0_12320	TIGR01737
PROKKA_MOD_PART0_12321	TIGR01736
PROKKA_MOD_PART0_12323	TIGR00566
PROKKA_MOD_PART0_12328	TIGR03338
PROKKA_MOD_PART0_12332	TIGR01753
PROKKA_MOD_PART0_12338	TIGR00498
PROKKA_MOD_PART0_12342	TIGR03413
PROKKA_MOD_PART0_12343	TIGR01830
PROKKA_MOD_PART0_12346	TIGR03838
PROKKA_MOD_PART0_12351	TIGR03937
PROKKA_MOD_PART0_12357	TIGR01469
PROKKA_MOD_PART0_12366	TIGR01205
PROKKA_MOD_PART0_12371	TIGR02883
PROKKA_MOD_PART0_12381	TIGR01394
PROKKA_MOD_PART0_12383	TIGR01780
PROKKA_MOD_PART0_12391	TIGR00402
PROKKA_MOD_PART0_12392	TIGR00420
PROKKA_MOD_PART0_12393	TIGR01579
PROKKA_MOD_PART0_12397	TIGR01945
PROKKA_MOD_PART0_12400	TIGR03433
PROKKA_MOD_PART0_12406	TIGR03015
PROKKA_MOD_PART0_12415	TIGR03695
PROKKA_MOD_PART0_12416	TIGR03634
PROKKA_MOD_PART0_12425	TIGR03296
PROKKA_MOD_PART0_12427	TIGR03373
PROKKA_MOD_PART0_12428	TIGR03348
PROKKA_MOD_PART0_12430	TIGR02024
PROKKA_MOD_PART0_12436	TIGR00717
PROKKA_MOD_PART0_12440	TIGR01575
PROKKA_MOD_PART0_12442	TIGR03605
PROKKA_MOD_PART0_12454	TIGR01969
PROKKA_MOD_PART0_12459	TIGR00508
PROKKA_MOD_PART0_12463	TIGR02393
PROKKA_MOD_PART0_12468	TIGR02937
PROKKA_MOD_PART0_12472	TIGR02017
PROKKA_MOD_PART0_12479	TIGR01798
PROKKA_MOD_PART0_12486	TIGR02933
PROKKA_MOD_PART0_12492	TIGR01499
PROKKA_MOD_PART0_12499	TIGR02729
PROKKA_MOD_PART0_12515	TIGR00497
PROKKA_MOD_PART0_12523	TIGR01163
PROKKA_MOD_PART0_12524	TIGR01241
PROKKA_MOD_PART0_12525	TIGR02432
PROKKA_MOD_PART0_12526	TIGR02966
PROKKA_MOD_PART0_12527	TIGR02154
PROKKA_MOD_PART0_12530	TIGR04072
PROKKA_MOD_PART0_12532	TIGR02052
PROKKA_MOD_PART0_12533	TIGR04183
PROKKA_MOD_PART0_12540	TIGR03026
PROKKA_MOD_PART0_12559	TIGR04183
PROKKA_MOD_PART0_12561	TIGR03385
PROKKA_MOD_PART0_12562	TIGR04270
PROKKA_MOD_PART0_12585	TIGR03417
PROKKA_MOD_PART0_12591	TIGR00385
PROKKA_MOD_PART0_12593	TIGR01292
PROKKA_MOD_PART0_12595	TIGR00667
PROKKA_MOD_PART0_12599	TIGR00663
PROKKA_MOD_PART0_12600	TIGR00362
PROKKA_MOD_PART0_12608	TIGR02225
PROKKA_MOD_PART0_12613	TIGR00505
PROKKA_MOD_PART0_12622	TIGR03253
PROKKA_MOD_PART0_12623	TIGR03207
PROKKA_MOD_PART0_12627	TIGR00035
PROKKA_MOD_PART0_12639	TIGR02052
PROKKA_MOD_PART0_12651	TIGR01196
PROKKA_MOD_PART0_12654	TIGR03207
PROKKA_MOD_PART0_12659	TIGR01764
PROKKA_MOD_PART0_12660	TIGR02802
PROKKA_MOD_PART0_12663	TIGR00528
PROKKA_MOD_PART0_12664	TIGR02515
PROKKA_MOD_PART0_12667	TIGR01891
PROKKA_MOD_PART0_12668	TIGR03465
PROKKA_MOD_PART0_12669	TIGR03462
PROKKA_MOD_PART0_12680	TIGR00634
PROKKA_MOD_PART0_12683	TIGR00372
PROKKA_MOD_PART0_12687	TIGR00621
PROKKA_MOD_PART0_12697	TIGR01068
PROKKA_MOD_PART0_12699	TIGR01509
PROKKA_MOD_PART0_12700	TIGR04039
PROKKA_MOD_PART0_12714	TIGR03088
PROKKA_MOD_PART0_12733	TIGR00241
PROKKA_MOD_PART0_12734	TIGR00110
PROKKA_MOD_PART0_12740	TIGR02224
PROKKA_MOD_PART0_12742	TIGR02989
PROKKA_MOD_PART0_12744	TIGR00369
PROKKA_MOD_PART0_12768	TIGR02427
PROKKA_MOD_PART0_12774	TIGR00342
PROKKA_MOD_PART0_12797	TIGR01543
PROKKA_MOD_PART0_12800	TIGR00088
PROKKA_MOD_PART0_12805	TIGR03570
PROKKA_MOD_PART0_12807	TIGR03418
PROKKA_MOD_PART0_12809	TIGR03409
PROKKA_MOD_PART0_12810	TIGR03408
PROKKA_MOD_PART0_12811	TIGR03411
PROKKA_MOD_PART0_12812	TIGR03410
PROKKA_MOD_PART0_12813	TIGR00653
PROKKA_MOD_PART0_12814	TIGR01830
PROKKA_MOD_PART0_12816	TIGR03149
PROKKA_MOD_PART0_12824	TIGR01800
PROKKA_MOD_PART0_12827	TIGR02280
PROKKA_MOD_PART0_12828	TIGR00190
PROKKA_MOD_PART0_12835	TIGR01240
PROKKA_MOD_PART0_12848	TIGR00121
PROKKA_MOD_PART0_12868	TIGR01683
PROKKA_MOD_PART0_12876	TIGR00876
PROKKA_MOD_PART0_12903	TIGR00762
PROKKA_MOD_PART0_12905	TIGR04181
PROKKA_MOD_PART0_12910	TIGR03074
PROKKA_MOD_PART0_12945	TIGR01305
PROKKA_MOD_PART0_12946	TIGR01179
PROKKA_MOD_PART0_12947	TIGR00485
PROKKA_MOD_PART0_12948	TIGR00484
PROKKA_MOD_PART0_12958	TIGR04183
PROKKA_MOD_PART0_12961	TIGR00909
PROKKA_MOD_PART0_12963	TIGR03265
PROKKA_MOD_PART0_12967	TIGR01166
PROKKA_MOD_PART0_12982	TIGR02096
PROKKA_MOD_PART0_12986	TIGR00254
PROKKA_MOD_PART0_12987	TIGR02533
PROKKA_MOD_PART0_12992	TIGR02956
PROKKA_MOD_PART0_12994	TIGR03694
PROKKA_MOD_PART0_12997	TIGR01188
PROKKA_MOD_PART0_13003	TIGR03942
PROKKA_MOD_PART0_13018	TIGR00700
PROKKA_MOD_PART0_13020	TIGR03820
PROKKA_MOD_PART0_13023	TIGR04256
PROKKA_MOD_PART0_13030	TIGR01818
PROKKA_MOD_PART0_13031	TIGR02966
PROKKA_MOD_PART0_13033	TIGR01552
PROKKA_MOD_PART0_13046	TIGR03119
PROKKA_MOD_PART0_13048	TIGR00517
PROKKA_MOD_PART0_13056	TIGR00398
PROKKA_MOD_PART0_13077	TIGR00858
PROKKA_MOD_PART0_13079	TIGR02937
PROKKA_MOD_PART0_13084	TIGR01470
PROKKA_MOD_PART0_13085	TIGR02800
PROKKA_MOD_PART0_13087	TIGR02801
PROKKA_MOD_PART0_13088	TIGR02796
PROKKA_MOD_PART0_13095	TIGR02476
PROKKA_MOD_PART0_13097	TIGR00496
PROKKA_MOD_PART0_13098	TIGR00055
PROKKA_MOD_PART0_13101	TIGR03070
PROKKA_MOD_PART0_13112	TIGR02179
PROKKA_MOD_PART0_13116	TIGR00236
PROKKA_MOD_PART0_13134	TIGR02355
PROKKA_MOD_PART0_13145	TIGR00900
PROKKA_MOD_PART0_13148	TIGR04046
PROKKA_MOD_PART0_13153	TIGR01793
PROKKA_MOD_PART0_13154	TIGR00160
PROKKA_MOD_PART0_13156	TIGR03182
PROKKA_MOD_PART0_13176	TIGR00065
PROKKA_MOD_PART0_13178	TIGR03466
PROKKA_MOD_PART0_13179	TIGR03035
PROKKA_MOD_PART0_13181	TIGR03719
PROKKA_MOD_PART0_13183	TIGR02420
PROKKA_MOD_PART0_13185	TIGR01394
PROKKA_MOD_PART0_13189	TIGR02381
PROKKA_MOD_PART0_13190	TIGR01461
PROKKA_MOD_PART0_13192	TIGR01068
PROKKA_MOD_PART0_13204	TIGR01064
PROKKA_MOD_PART0_13210	TIGR02824
PROKKA_MOD_PART0_13211	TIGR02155
PROKKA_MOD_PART0_13213	TIGR00118
PROKKA_MOD_PART0_13214	TIGR00558
PROKKA_MOD_PART0_13216	TIGR03070
PROKKA_MOD_PART0_13220	TIGR04265
PROKKA_MOD_PART0_13222	TIGR02154
PROKKA_MOD_PART0_13225	TIGR00040
PROKKA_MOD_PART0_13230	TIGR01188
PROKKA_MOD_PART0_13243	TIGR03560
PROKKA_MOD_PART0_13244	TIGR03617
PROKKA_MOD_PART0_13248	TIGR01891
PROKKA_MOD_PART0_13250	TIGR01855
PROKKA_MOD_PART0_13256	TIGR01509
PROKKA_MOD_PART0_13257	TIGR01331
PROKKA_MOD_PART0_13259	TIGR00589
PROKKA_MOD_PART0_13272	TIGR00884
PROKKA_MOD_PART0_13279	TIGR00786
PROKKA_MOD_PART0_13288	TIGR03417
PROKKA_MOD_PART0_13291	TIGR00697
PROKKA_MOD_PART0_13301	TIGR01256
PROKKA_MOD_PART0_13311	TIGR02966
PROKKA_MOD_PART0_13315	TIGR00136
PROKKA_MOD_PART0_13321	TIGR02414
PROKKA_MOD_PART0_13322	TIGR01127
PROKKA_MOD_PART0_13326	TIGR02515
PROKKA_MOD_PART0_13330	TIGR01175
PROKKA_MOD_PART0_13331	TIGR02074
PROKKA_MOD_PART0_13333	TIGR01730
PROKKA_MOD_PART0_13346	TIGR03710
PROKKA_MOD_PART0_13353	TIGR03074
PROKKA_MOD_PART0_13358	TIGR01835
PROKKA_MOD_PART0_13377	TIGR00737
PROKKA_MOD_PART0_13378	TIGR01730
PROKKA_MOD_PART0_13379	TIGR01331
PROKKA_MOD_PART0_13384	TIGR01830
PROKKA_MOD_PART0_13387	TIGR01174
PROKKA_MOD_PART0_13408	TIGR00758
PROKKA_MOD_PART0_13409	TIGR00473
PROKKA_MOD_PART0_13410	TIGR00164
PROKKA_MOD_PART0_13414	TIGR01730
PROKKA_MOD_PART0_13415	TIGR03608
PROKKA_MOD_PART0_13416	TIGR02915
PROKKA_MOD_PART0_13447	TIGR01162
PROKKA_MOD_PART0_13452	TIGR01096
PROKKA_MOD_PART0_13457	TIGR01979
PROKKA_MOD_PART0_13468	TIGR00020
PROKKA_MOD_PART0_13469	TIGR01135
PROKKA_MOD_PART0_13478	TIGR00068
PROKKA_MOD_PART0_13485	TIGR00172
PROKKA_MOD_PART0_13490	TIGR00417
PROKKA_MOD_PART0_13493	TIGR01073
PROKKA_MOD_PART0_13498	TIGR02400
PROKKA_MOD_PART0_13499	TIGR01577
PROKKA_MOD_PART0_13515	TIGR03410
PROKKA_MOD_PART0_13516	TIGR01181
PROKKA_MOD_PART0_13520	TIGR02127
PROKKA_MOD_PART0_13521	TIGR00019
PROKKA_MOD_PART0_13522	TIGR00878
PROKKA_MOD_PART0_13523	TIGR02802
PROKKA_MOD_PART0_13526	TIGR03725
PROKKA_MOD_PART0_13538	TIGR01447
PROKKA_MOD_PART0_13539	TIGR00609
PROKKA_MOD_PART0_13542	TIGR04183
PROKKA_MOD_PART0_13549	TIGR00468
PROKKA_MOD_PART0_13554	TIGR01426
PROKKA_MOD_PART0_13560	TIGR02386
PROKKA_MOD_PART0_13561	TIGR02946
PROKKA_MOD_PART0_13563	TIGR02824
PROKKA_MOD_PART0_13568	TIGR01188
PROKKA_MOD_PART0_13570	TIGR02072
PROKKA_MOD_PART0_13580	TIGR03588
PROKKA_MOD_PART0_13581	TIGR04051
PROKKA_MOD_PART0_13588	TIGR02636
PROKKA_MOD_PART0_13589	TIGR01923
PROKKA_MOD_PART0_13593	TIGR01930
PROKKA_MOD_PART0_13602	TIGR00832
PROKKA_MOD_PART0_13606	TIGR01730
PROKKA_MOD_PART0_13608	TIGR00946
PROKKA_MOD_PART0_13610	TIGR01437
PROKKA_MOD_PART0_13614	TIGR02173
PROKKA_MOD_PART0_13615	TIGR00624
PROKKA_MOD_PART0_13617	TIGR02675
PROKKA_MOD_PART0_13622	TIGR03169
PROKKA_MOD_PART0_13648	TIGR01016
PROKKA_MOD_PART0_13651	TIGR00392
PROKKA_MOD_PART0_13652	TIGR02521
PROKKA_MOD_PART0_13669	TIGR03220
PROKKA_MOD_PART0_13679	TIGR00254
PROKKA_MOD_PART0_13683	TIGR01505
PROKKA_MOD_PART0_13686	TIGR01444
PROKKA_MOD_PART0_13695	TIGR00080
PROKKA_MOD_PART0_13696	TIGR00086
PROKKA_MOD_PART0_13698	TIGR03519
PROKKA_MOD_PART0_13711	TIGR00229
PROKKA_MOD_PART0_13712	TIGR01945
PROKKA_MOD_PART0_13713	TIGR01946
PROKKA_MOD_PART0_13729	TIGR00006
PROKKA_MOD_PART0_13751	TIGR03015
PROKKA_MOD_PART0_13754	TIGR00181
PROKKA_MOD_PART0_13757	TIGR02211
PROKKA_MOD_PART0_13761	TIGR03491
PROKKA_MOD_PART0_13765	TIGR00465
PROKKA_MOD_PART0_13777	TIGR00091
PROKKA_MOD_PART0_13781	TIGR01733
PROKKA_MOD_PART0_13788	TIGR01068
PROKKA_MOD_PART0_13797	TIGR01764
PROKKA_MOD_PART0_13807	TIGR00065
PROKKA_MOD_PART0_13820	TIGR01293
PROKKA_MOD_PART0_13821	TIGR00080
PROKKA_MOD_PART0_13851	TIGR01902
PROKKA_MOD_PART0_13858	TIGR01552
PROKKA_MOD_PART0_13863	TIGR01033
PROKKA_MOD_PART0_13873	TIGR01060
PROKKA_MOD_PART0_13876	TIGR00968
PROKKA_MOD_PART0_13884	TIGR00893
PROKKA_MOD_PART0_13899	TIGR02966
PROKKA_MOD_PART0_13900	TIGR02154
PROKKA_MOD_PART0_13901	TIGR03611
PROKKA_MOD_PART0_13906	TIGR00147
PROKKA_MOD_PART0_13915	TIGR01444
PROKKA_MOD_PART0_13920	TIGR03588
PROKKA_MOD_PART0_13921	TIGR03570
PROKKA_MOD_PART0_13924	TIGR01933
PROKKA_MOD_PART0_13933	TIGR01830
PROKKA_MOD_PART0_13944	TIGR00113
PROKKA_MOD_PART0_13952	TIGR02966
PROKKA_MOD_PART0_13953	TIGR00737
PROKKA_MOD_PART0_13964	TIGR01575
PROKKA_MOD_PART0_13972	TIGR02018
PROKKA_MOD_PART0_13974	TIGR02533
PROKKA_MOD_PART0_13977	TIGR00005
PROKKA_MOD_PART0_13978	TIGR00126
PROKKA_MOD_PART0_13979	TIGR01023
PROKKA_MOD_PART0_13981	TIGR01845
PROKKA_MOD_PART0_13985	TIGR02211
PROKKA_MOD_PART0_13986	TIGR01963
PROKKA_MOD_PART0_13992	TIGR03300
PROKKA_MOD_PART0_13996	TIGR03670
PROKKA_MOD_PART0_14003	TIGR03108
PROKKA_MOD_PART0_14005	TIGR02966
PROKKA_MOD_PART0_14006	TIGR02154
PROKKA_MOD_PART0_14008	TIGR01132
PROKKA_MOD_PART0_14011	TIGR02966
PROKKA_MOD_PART0_14012	TIGR03589
PROKKA_MOD_PART0_14018	TIGR03534
PROKKA_MOD_PART0_14019	TIGR04367
PROKKA_MOD_PART0_14022	TIGR00551
PROKKA_MOD_PART0_14062	TIGR02203
PROKKA_MOD_PART0_14070	TIGR04056
PROKKA_MOD_PART0_14077	TIGR00737
PROKKA_MOD_PART0_14089	TIGR01630
PROKKA_MOD_PART0_14102	TIGR01292
PROKKA_MOD_PART0_14106	TIGR03921
PROKKA_MOD_PART0_14113	TIGR03149
PROKKA_MOD_PART0_14120	TIGR00042
PROKKA_MOD_PART0_14131	TIGR01885
PROKKA_MOD_PART0_14133	TIGR02154
PROKKA_MOD_PART0_14139	TIGR01180
PROKKA_MOD_PART0_14141	TIGR03520
PROKKA_MOD_PART0_14155	TIGR00277
PROKKA_MOD_PART0_14159	TIGR02966
PROKKA_MOD_PART0_14164	TIGR01135
PROKKA_MOD_PART0_14167	TIGR00018
PROKKA_MOD_PART0_14168	TIGR00223
PROKKA_MOD_PART0_14170	TIGR02199
PROKKA_MOD_PART0_14171	TIGR00416
PROKKA_MOD_PART0_14173	TIGR02770
PROKKA_MOD_PART0_14174	TIGR01051
PROKKA_MOD_PART0_14175	TIGR04046
PROKKA_MOD_PART0_14198	TIGR02884
PROKKA_MOD_PART0_14199	TIGR00950
PROKKA_MOD_PART0_14201	TIGR03195
PROKKA_MOD_PART0_14210	TIGR02012
PROKKA_MOD_PART0_14212	TIGR02764
PROKKA_MOD_PART0_14214	TIGR03696
PROKKA_MOD_PART0_14230	TIGR00962
PROKKA_MOD_PART0_14231	TIGR01146
PROKKA_MOD_PART0_14232	TIGR01039
PROKKA_MOD_PART0_14239	TIGR03723
PROKKA_MOD_PART0_14240	TIGR00745
PROKKA_MOD_PART0_14241	TIGR00229
PROKKA_MOD_PART0_14246	TIGR03614
PROKKA_MOD_PART0_14247	TIGR00880
PROKKA_MOD_PART0_14248	TIGR01024
PROKKA_MOD_PART0_14251	TIGR03168
PROKKA_MOD_PART0_14253	TIGR03319
PROKKA_MOD_PART0_14260	TIGR02454
PROKKA_MOD_PART0_14264	TIGR02386
PROKKA_MOD_PART0_14266	TIGR02246
PROKKA_MOD_PART0_14271	TIGR02381
PROKKA_MOD_PART0_14273	TIGR01389
PROKKA_MOD_PART0_14274	TIGR01361
PROKKA_MOD_PART0_14277	TIGR00528
PROKKA_MOD_PART0_14281	TIGR03417
PROKKA_MOD_PART0_14291	TIGR03300
PROKKA_MOD_PART0_14303	TIGR04018
PROKKA_MOD_PART0_14305	TIGR01892
PROKKA_MOD_PART0_14318	TIGR01181
PROKKA_MOD_PART0_14334	TIGR00559
PROKKA_MOD_PART0_14335	TIGR00936
PROKKA_MOD_PART0_14338	TIGR00576
PROKKA_MOD_PART0_14343	TIGR00216
PROKKA_MOD_PART0_14345	TIGR00277
PROKKA_MOD_PART0_14346	TIGR03692
PROKKA_MOD_PART0_14347	TIGR02224
PROKKA_MOD_PART0_14350	TIGR02224
PROKKA_MOD_PART0_14354	TIGR02770
PROKKA_MOD_PART0_14358	TIGR01472
PROKKA_MOD_PART0_14361	TIGR01462
PROKKA_MOD_PART0_14367	TIGR02824
PROKKA_MOD_PART0_14368	TIGR03890
PROKKA_MOD_PART0_14380	TIGR01730
PROKKA_MOD_PART0_14382	TIGR03820
PROKKA_MOD_PART0_14384	TIGR00589
PROKKA_MOD_PART0_14391	TIGR00254
PROKKA_MOD_PART0_14394	TIGR01687
PROKKA_MOD_PART0_14398	TIGR00152
PROKKA_MOD_PART0_14399	TIGR00767
PROKKA_MOD_PART0_14400	TIGR00105
PROKKA_MOD_PART0_14402	TIGR03427
PROKKA_MOD_PART0_14407	TIGR00530
PROKKA_MOD_PART0_14410	TIGR01389
PROKKA_MOD_PART0_14411	TIGR03613
PROKKA_MOD_PART0_14424	TIGR03652
PROKKA_MOD_PART0_14425	TIGR01817
PROKKA_MOD_PART0_14456	TIGR00043
PROKKA_MOD_PART0_14461	TIGR01470
PROKKA_MOD_PART0_14464	TIGR00169
PROKKA_MOD_PART0_14473	TIGR02064
PROKKA_MOD_PART0_14484	TIGR02506
PROKKA_MOD_PART0_14485	TIGR02249
PROKKA_MOD_PART0_14502	TIGR02072
PROKKA_MOD_PART0_14505	TIGR03570
PROKKA_MOD_PART0_14529	TIGR01453
PROKKA_MOD_PART0_14548	TIGR00674
PROKKA_MOD_PART0_14551	TIGR01498
PROKKA_MOD_PART0_14553	TIGR01221
PROKKA_MOD_PART0_14554	TIGR01181
PROKKA_MOD_PART0_14564	TIGR02224
PROKKA_MOD_PART0_14567	TIGR02141
PROKKA_MOD_PART0_14584	TIGR01387
PROKKA_MOD_PART0_14593	TIGR03586
PROKKA_MOD_PART0_14596	TIGR02211
PROKKA_MOD_PART0_14610	TIGR02232
PROKKA_MOD_PART0_14611	TIGR02052
PROKKA_MOD_PART0_14617	TIGR00564
PROKKA_MOD_PART0_14631	TIGR04017
PROKKA_MOD_PART0_14637	TIGR01122
PROKKA_MOD_PART0_14641	TIGR02667
PROKKA_MOD_PART0_14642	TIGR01783
PROKKA_MOD_PART0_14653	TIGR02521
PROKKA_MOD_PART0_14655	TIGR00217
PROKKA_MOD_PART0_14660	TIGR02012
PROKKA_MOD_PART0_14665	TIGR03346
PROKKA_MOD_PART0_14666	TIGR02673
PROKKA_MOD_PART0_14680	TIGR00585
PROKKA_MOD_PART0_14684	TIGR00044
PROKKA_MOD_PART0_14691	TIGR01205
PROKKA_MOD_PART0_14705	TIGR03830
PROKKA_MOD_PART0_14715	TIGR01923
PROKKA_MOD_PART0_14735	TIGR04183
PROKKA_MOD_PART0_14743	TIGR00466
PROKKA_MOD_PART0_14746	TIGR02303
PROKKA_MOD_PART0_14749	TIGR00119
PROKKA_MOD_PART0_14768	TIGR00018
PROKKA_MOD_PART0_14778	TIGR01556
PROKKA_MOD_PART0_14780	TIGR01137
PROKKA_MOD_PART0_14782	TIGR03719
PROKKA_MOD_PART0_14786	TIGR00700
PROKKA_MOD_PART0_14789	TIGR03303
PROKKA_MOD_PART0_14793	TIGR00277
PROKKA_MOD_PART0_14794	TIGR00043
PROKKA_MOD_PART0_14803	TIGR00387
PROKKA_MOD_PART0_14808	TIGR00513
PROKKA_MOD_PART0_14809	TIGR00594
PROKKA_MOD_PART0_14816	TIGR00138
PROKKA_MOD_PART0_14828	TIGR02538
PROKKA_MOD_PART0_14835	TIGR00530
PROKKA_MOD_PART0_14845	TIGR00786
PROKKA_MOD_PART0_14849	TIGR01326
PROKKA_MOD_PART0_14851	TIGR00775
PROKKA_MOD_PART0_14871	TIGR01963
PROKKA_MOD_PART0_14873	TIGR01885
PROKKA_MOD_PART0_14883	TIGR02504
PROKKA_MOD_PART0_14902	TIGR00369
PROKKA_MOD_PART0_14917	TIGR00440
PROKKA_MOD_PART0_14921	TIGR02211
PROKKA_MOD_PART0_14944	TIGR01641
PROKKA_MOD_PART0_14946	TIGR01554
PROKKA_MOD_PART0_14955	TIGR02937
PROKKA_MOD_PART0_14964	TIGR04183
PROKKA_MOD_PART0_14966	TIGR02966
PROKKA_MOD_PART0_14971	TIGR00061
PROKKA_MOD_PART0_14991	TIGR01188
PROKKA_MOD_PART0_15001	TIGR01830
PROKKA_MOD_PART0_15002	TIGR00893
PROKKA_MOD_PART0_15009	TIGR00665
PROKKA_MOD_PART0_15021	TIGR01462
PROKKA_MOD_PART0_15023	TIGR01511
PROKKA_MOD_PART0_15062	TIGR01963
PROKKA_MOD_PART0_15063	TIGR02789
PROKKA_MOD_PART0_15069	TIGR00901
PROKKA_MOD_PART0_15072	TIGR02997
PROKKA_MOD_PART0_15078	TIGR00502
PROKKA_MOD_PART0_15080	TIGR00787
PROKKA_MOD_PART0_15087	TIGR00032
PROKKA_MOD_PART0_15089	TIGR01855
PROKKA_MOD_PART0_15092	TIGR00183
PROKKA_MOD_PART0_15095	TIGR01575
PROKKA_MOD_PART0_15101	TIGR01846
PROKKA_MOD_PART0_15102	TIGR01843
PROKKA_MOD_PART0_15106	TIGR01029
PROKKA_MOD_PART0_15109	TIGR01800
PROKKA_MOD_PART0_15114	TIGR02937
PROKKA_MOD_PART0_15121	TIGR00722
PROKKA_MOD_PART0_15129	TIGR00856
PROKKA_MOD_PART0_15130	TIGR01298
PROKKA_MOD_PART0_15131	TIGR01297
PROKKA_MOD_PART0_15135	TIGR01081
PROKKA_MOD_PART0_15142	TIGR02063
PROKKA_MOD_PART0_15149	TIGR03436
PROKKA_MOD_PART0_15154	TIGR01844
PROKKA_MOD_PART0_15155	TIGR01817
PROKKA_MOD_PART0_15157	TIGR00530
PROKKA_MOD_PART0_15159	TIGR02651
PROKKA_MOD_PART0_15166	TIGR00914
PROKKA_MOD_PART0_15167	TIGR01730
PROKKA_MOD_PART0_15172	TIGR01969
PROKKA_MOD_PART0_15174	TIGR03411
PROKKA_MOD_PART0_15175	TIGR01083
PROKKA_MOD_PART0_15178	TIGR03440
PROKKA_MOD_PART0_15180	TIGR02515
PROKKA_MOD_PART0_15181	TIGR00089
PROKKA_MOD_PART0_15187	TIGR03606
PROKKA_MOD_PART0_15193	TIGR01273
PROKKA_MOD_PART0_15208	TIGR03727
PROKKA_MOD_PART0_15209	TIGR03411
PROKKA_MOD_PART0_15216	TIGR02381
PROKKA_MOD_PART0_15221	TIGR03263
PROKKA_MOD_PART0_15222	TIGR00255
PROKKA_MOD_PART0_15223	TIGR00020
PROKKA_MOD_PART0_15224	TIGR00546
PROKKA_MOD_PART0_15225	TIGR00963
PROKKA_MOD_PART0_15227	TIGR00453
PROKKA_MOD_PART0_15228	TIGR03178
PROKKA_MOD_PART0_15230	TIGR01125
PROKKA_MOD_PART0_15235	TIGR00159
PROKKA_MOD_PART0_15236	TIGR01496
PROKKA_MOD_PART0_15237	TIGR01241
PROKKA_MOD_PART0_15238	TIGR02432
PROKKA_MOD_PART0_15239	TIGR00414
PROKKA_MOD_PART0_15255	TIGR01134
PROKKA_MOD_PART0_15267	TIGR03968
PROKKA_MOD_PART0_15271	TIGR00145
PROKKA_MOD_PART0_15274	TIGR01830
PROKKA_MOD_PART0_15288	TIGR02812
PROKKA_MOD_PART0_15293	TIGR00621
PROKKA_MOD_PART0_15296	TIGR00786
PROKKA_MOD_PART0_15297	TIGR01575
PROKKA_MOD_PART0_15298	TIGR00813
PROKKA_MOD_PART0_15310	TIGR01550
PROKKA_MOD_PART0_15323	TIGR00494
PROKKA_MOD_PART0_15334	TIGR02440
PROKKA_MOD_PART0_15336	TIGR01122
PROKKA_MOD_PART0_15339	TIGR00254
PROKKA_MOD_PART0_15347	TIGR00643
PROKKA_MOD_PART0_15348	TIGR00004
PROKKA_MOD_PART0_15349	TIGR00691
PROKKA_MOD_PART0_15352	TIGR02521
PROKKA_MOD_PART0_15355	TIGR02937
PROKKA_MOD_PART0_15365	TIGR01932
PROKKA_MOD_PART0_15377	TIGR03553
PROKKA_MOD_PART0_15383	TIGR00149
PROKKA_MOD_PART0_15393	TIGR01011
PROKKA_MOD_PART0_15396	TIGR02337
PROKKA_MOD_PART0_15397	TIGR02303
PROKKA_MOD_PART0_15399	TIGR00753
PROKKA_MOD_PART0_15402	TIGR02937
PROKKA_MOD_PART0_15411	TIGR02673
PROKKA_MOD_PART0_15423	TIGR01393
PROKKA_MOD_PART0_15424	TIGR04169
PROKKA_MOD_PART0_15430	TIGR00580
PROKKA_MOD_PART0_15433	TIGR00557
PROKKA_MOD_PART0_15434	TIGR03520
PROKKA_MOD_PART0_15443	TIGR00384
PROKKA_MOD_PART0_15444	TIGR01811
PROKKA_MOD_PART0_15445	TIGR02822
PROKKA_MOD_PART0_15446	TIGR01091
PROKKA_MOD_PART0_15448	TIGR00026
