PROKKA_MOD_PART0_02232	COG0755
PROKKA_MOD_PART0_02237	COG0584
PROKKA_MOD_PART0_02248	COG1587
PROKKA_MOD_PART0_02250	COG2080
PROKKA_MOD_PART0_02261	COG4198
PROKKA_MOD_PART0_02262	COG0607
PROKKA_MOD_PART0_02269	COG0749
PROKKA_MOD_PART0_02270	COG1233
PROKKA_MOD_PART0_02276	COG0664
PROKKA_MOD_PART0_02277	COG0787
PROKKA_MOD_PART0_02281	COG4826
PROKKA_MOD_PART0_02282	COG0697
PROKKA_MOD_PART0_02285	COG0347
PROKKA_MOD_PART0_02290	COG2361
PROKKA_MOD_PART0_02291	COG1669
PROKKA_MOD_PART0_02294	COG1132
PROKKA_MOD_PART0_02295	COG1132
PROKKA_MOD_PART0_02297	COG1807
PROKKA_MOD_PART0_02306	COG3710
PROKKA_MOD_PART0_02309	COG0332
PROKKA_MOD_PART0_02314	COG0299
PROKKA_MOD_PART0_02315	COG0236
PROKKA_MOD_PART0_02321	COG1757
PROKKA_MOD_PART0_02322	COG2103
PROKKA_MOD_PART0_02328	COG2207
PROKKA_MOD_PART0_02339	COG3899
PROKKA_MOD_PART0_02340	COG1611
PROKKA_MOD_PART0_02344	COG1898
PROKKA_MOD_PART0_02346	COG0189
PROKKA_MOD_PART0_02350	COG1309
PROKKA_MOD_PART0_02351	COG3592
PROKKA_MOD_PART0_02353	COG0438
PROKKA_MOD_PART0_02357	COG3153
PROKKA_MOD_PART0_02359	COG0293
PROKKA_MOD_PART0_02360	COG0009
PROKKA_MOD_PART0_02365	COG1208
PROKKA_MOD_PART0_02366	COG0564
PROKKA_MOD_PART0_02372	COG4974
PROKKA_MOD_PART0_02379	COG0564
PROKKA_MOD_PART0_02380	COG1366
PROKKA_MOD_PART0_02381	COG2172
PROKKA_MOD_PART0_02384	COG1262
PROKKA_MOD_PART0_02387	COG4962
PROKKA_MOD_PART0_02388	COG3119
PROKKA_MOD_PART0_02389	COG0057
PROKKA_MOD_PART0_02391	COG3836
PROKKA_MOD_PART0_02400	COG1127
PROKKA_MOD_PART0_02401	COG0767
PROKKA_MOD_PART0_02404	COG1669
PROKKA_MOD_PART0_02405	COG2361
PROKKA_MOD_PART0_02410	COG0674
PROKKA_MOD_PART0_02411	COG1013
PROKKA_MOD_PART0_02412	COG0171
PROKKA_MOD_PART0_02415	COG1136
PROKKA_MOD_PART0_02416	COG3880
PROKKA_MOD_PART0_02417	COG3869
PROKKA_MOD_PART0_02427	COG0165
PROKKA_MOD_PART0_02428	COG0649
PROKKA_MOD_PART0_02429	COG0852
PROKKA_MOD_PART0_02432	COG2313
PROKKA_MOD_PART0_02435	COG2010
PROKKA_MOD_PART0_02440	COG3852
PROKKA_MOD_PART0_02450	COG1225
PROKKA_MOD_PART0_02451	COG0580
PROKKA_MOD_PART0_02454	COG0842
PROKKA_MOD_PART0_02458	COG5285
PROKKA_MOD_PART0_02463	COG0652
PROKKA_MOD_PART0_02464	COG0697
PROKKA_MOD_PART0_02468	COG4391
PROKKA_MOD_PART0_02474	COG4603
PROKKA_MOD_PART0_02479	COG1185
PROKKA_MOD_PART0_02490	COG2379
PROKKA_MOD_PART0_02497	COG0216
PROKKA_MOD_PART0_02499	COG0673
PROKKA_MOD_PART0_02500	COG0745
PROKKA_MOD_PART0_02501	COG0642
PROKKA_MOD_PART0_02502	COG0226
PROKKA_MOD_PART0_02506	COG0489
PROKKA_MOD_PART0_02508	COG5607
PROKKA_MOD_PART0_02513	COG0176
PROKKA_MOD_PART0_02515	COG1386
PROKKA_MOD_PART0_02516	COG1354
PROKKA_MOD_PART0_02517	COG1994
PROKKA_MOD_PART0_02518	COG4974
PROKKA_MOD_PART0_02522	COG1983
PROKKA_MOD_PART0_02525	COG0251
PROKKA_MOD_PART0_02526	COG3832
PROKKA_MOD_PART0_02527	COG2878
PROKKA_MOD_PART0_02534	COG3710
PROKKA_MOD_PART0_02536	COG1272
PROKKA_MOD_PART0_02538	COG4988
PROKKA_MOD_PART0_02540	COG0488
PROKKA_MOD_PART0_02545	COG0147
PROKKA_MOD_PART0_02546	COG0115
PROKKA_MOD_PART0_02552	COG2197
PROKKA_MOD_PART0_02554	COG4206
PROKKA_MOD_PART0_02555	COG0608
PROKKA_MOD_PART0_02557	COG1570
PROKKA_MOD_PART0_02571	COG0625
PROKKA_MOD_PART0_02574	COG3316
PROKKA_MOD_PART0_02581	COG5616
PROKKA_MOD_PART0_02582	COG1509
PROKKA_MOD_PART0_02584	COG3522
PROKKA_MOD_PART0_02588	COG0438
PROKKA_MOD_PART0_02589	COG2367
PROKKA_MOD_PART0_02591	COG0101
PROKKA_MOD_PART0_02592	COG1246
PROKKA_MOD_PART0_02593	COG2148
PROKKA_MOD_PART0_02595	COG0303
PROKKA_MOD_PART0_02613	COG2267
PROKKA_MOD_PART0_02614	COG3548
PROKKA_MOD_PART0_02615	COG2885
PROKKA_MOD_PART0_02620	COG4972
PROKKA_MOD_PART0_02624	COG1045
PROKKA_MOD_PART0_02628	COG0186
PROKKA_MOD_PART0_02629	COG0093
PROKKA_MOD_PART0_02630	COG0198
PROKKA_MOD_PART0_02631	COG0543
PROKKA_MOD_PART0_02636	COG0784
PROKKA_MOD_PART0_02639	COG0346
PROKKA_MOD_PART0_02645	COG2271
PROKKA_MOD_PART0_02649	COG0494
PROKKA_MOD_PART0_02663	COG1033
PROKKA_MOD_PART0_02667	COG0227
PROKKA_MOD_PART0_02668	COG3568
PROKKA_MOD_PART0_02686	COG2843
PROKKA_MOD_PART0_02690	COG1232
PROKKA_MOD_PART0_02695	COG0614
PROKKA_MOD_PART0_02700	COG3350
PROKKA_MOD_PART0_02703	COG3845
PROKKA_MOD_PART0_02704	COG1744
PROKKA_MOD_PART0_02707	COG0054
PROKKA_MOD_PART0_02709	COG0397
PROKKA_MOD_PART0_02712	COG1937
PROKKA_MOD_PART0_02713	COG1551
PROKKA_MOD_PART0_02714	COG0527
PROKKA_MOD_PART0_02715	COG0013
PROKKA_MOD_PART0_02716	COG0537
PROKKA_MOD_PART0_02717	COG2835
PROKKA_MOD_PART0_02719	COG0782
PROKKA_MOD_PART0_02724	COG1680
PROKKA_MOD_PART0_02725	COG0403
PROKKA_MOD_PART0_02730	COG1509
PROKKA_MOD_PART0_02734	COG2264
PROKKA_MOD_PART0_02738	COG1364
PROKKA_MOD_PART0_02741	COG2200
PROKKA_MOD_PART0_02742	COG0332
PROKKA_MOD_PART0_02746	COG0857
PROKKA_MOD_PART0_02754	COG1797
PROKKA_MOD_PART0_02764	COG0463
PROKKA_MOD_PART0_02765	COG4760
PROKKA_MOD_PART0_02767	COG1520
PROKKA_MOD_PART0_02771	COG1841
PROKKA_MOD_PART0_02772	COG0200
PROKKA_MOD_PART0_02773	COG0201
PROKKA_MOD_PART0_02774	COG0563
PROKKA_MOD_PART0_02775	COG0024
PROKKA_MOD_PART0_02779	COG0666
PROKKA_MOD_PART0_02781	COG0295
PROKKA_MOD_PART0_02782	COG1875
PROKKA_MOD_PART0_02783	COG0760
PROKKA_MOD_PART0_02785	COG3968
PROKKA_MOD_PART0_02786	COG0069
PROKKA_MOD_PART0_02789	COG0664
PROKKA_MOD_PART0_02790	COG2114
PROKKA_MOD_PART0_02793	COG1136
PROKKA_MOD_PART0_02794	COG1544
PROKKA_MOD_PART0_02798	COG0371
PROKKA_MOD_PART0_02805	COG1301
PROKKA_MOD_PART0_02806	COG0725
PROKKA_MOD_PART0_02808	COG3119
PROKKA_MOD_PART0_02809	COG0596
PROKKA_MOD_PART0_02810	COG0583
PROKKA_MOD_PART0_02811	COG3090
PROKKA_MOD_PART0_02812	COG1593
PROKKA_MOD_PART0_02817	COG0845
PROKKA_MOD_PART0_02820	COG0663
PROKKA_MOD_PART0_02829	COG3949
PROKKA_MOD_PART0_02830	COG0006
PROKKA_MOD_PART0_02834	COG1150
PROKKA_MOD_PART0_02835	COG0621
PROKKA_MOD_PART0_02837	COG1641
PROKKA_MOD_PART0_02852	COG0404
PROKKA_MOD_PART0_02855	COG0823
PROKKA_MOD_PART0_02856	COG1433
PROKKA_MOD_PART0_02860	COG0204
PROKKA_MOD_PART0_02863	COG0030
PROKKA_MOD_PART0_02867	COG2307
PROKKA_MOD_PART0_02869	COG0031
PROKKA_MOD_PART0_02871	COG3455
PROKKA_MOD_PART0_02877	COG1088
PROKKA_MOD_PART0_02878	COG1091
PROKKA_MOD_PART0_02883	COG2319
PROKKA_MOD_PART0_02884	COG2265
PROKKA_MOD_PART0_02887	COG1484
PROKKA_MOD_PART0_02893	COG4929
PROKKA_MOD_PART0_02896	COG1392
PROKKA_MOD_PART0_02900	COG0811
PROKKA_MOD_PART0_02901	COG0848
PROKKA_MOD_PART0_02902	COG0848
PROKKA_MOD_PART0_02903	COG0205
PROKKA_MOD_PART0_02904	COG0007
PROKKA_MOD_PART0_02905	COG0728
PROKKA_MOD_PART0_02906	COG0078
PROKKA_MOD_PART0_02907	COG0112
PROKKA_MOD_PART0_02908	COG1327
PROKKA_MOD_PART0_02909	COG0084
PROKKA_MOD_PART0_02910	COG1995
PROKKA_MOD_PART0_02912	COG0400
PROKKA_MOD_PART0_02928	COG0559
PROKKA_MOD_PART0_02929	COG3119
PROKKA_MOD_PART0_02930	COG2133
PROKKA_MOD_PART0_02932	COG0784
PROKKA_MOD_PART0_02939	COG1354
PROKKA_MOD_PART0_02940	COG1386
PROKKA_MOD_PART0_02943	COG0558
PROKKA_MOD_PART0_02944	COG0621
PROKKA_MOD_PART0_02947	COG1131
PROKKA_MOD_PART0_02949	COG2217
PROKKA_MOD_PART0_02950	COG0330
PROKKA_MOD_PART0_02951	COG0330
PROKKA_MOD_PART0_02952	COG0330
PROKKA_MOD_PART0_02956	COG0781
PROKKA_MOD_PART0_02957	COG0613
PROKKA_MOD_PART0_02958	COG0552
PROKKA_MOD_PART0_02959	COG1917
PROKKA_MOD_PART0_02960	COG3344
PROKKA_MOD_PART0_02962	COG0798
PROKKA_MOD_PART0_02968	COG2956
PROKKA_MOD_PART0_02971	COG1217
PROKKA_MOD_PART0_02972	COG0784
PROKKA_MOD_PART0_02973	COG2189
PROKKA_MOD_PART0_02979	COG1355
PROKKA_MOD_PART0_03000	COG1705
PROKKA_MOD_PART0_03002	COG0592
PROKKA_MOD_PART0_03004	COG1485
PROKKA_MOD_PART0_03010	COG2390
PROKKA_MOD_PART0_03018	COG2771
PROKKA_MOD_PART0_03022	COG0458
PROKKA_MOD_PART0_03025	COG0254
PROKKA_MOD_PART0_03027	COG0463
PROKKA_MOD_PART0_03028	COG1109
PROKKA_MOD_PART0_03033	COG0030
PROKKA_MOD_PART0_03034	COG0084
PROKKA_MOD_PART0_03045	COG0006
PROKKA_MOD_PART0_03049	COG4186
PROKKA_MOD_PART0_03072	COG1145
PROKKA_MOD_PART0_03073	COG1342
PROKKA_MOD_PART0_03077	COG4568
PROKKA_MOD_PART0_03080	COG2423
PROKKA_MOD_PART0_03086	COG0144
PROKKA_MOD_PART0_03091	COG0816
PROKKA_MOD_PART0_03092	COG0836
PROKKA_MOD_PART0_03093	COG4443
PROKKA_MOD_PART0_03098	COG1142
PROKKA_MOD_PART0_03100	COG4948
PROKKA_MOD_PART0_03101	COG3386
PROKKA_MOD_PART0_03104	COG0391
PROKKA_MOD_PART0_03115	COG3836
PROKKA_MOD_PART0_03116	COG0673
PROKKA_MOD_PART0_03132	COG1321
PROKKA_MOD_PART0_03136	COG3618
PROKKA_MOD_PART0_03138	COG4577
PROKKA_MOD_PART0_03140	COG0438
PROKKA_MOD_PART0_03143	COG0739
PROKKA_MOD_PART0_03145	COG0399
PROKKA_MOD_PART0_03150	COG5587
PROKKA_MOD_PART0_03155	COG2932
PROKKA_MOD_PART0_03163	COG0767
PROKKA_MOD_PART0_03168	COG0766
PROKKA_MOD_PART0_03179	COG0543
PROKKA_MOD_PART0_03180	COG0092
PROKKA_MOD_PART0_03188	COG0603
PROKKA_MOD_PART0_03191	COG0193
PROKKA_MOD_PART0_03201	COG2253
PROKKA_MOD_PART0_03202	COG5340
PROKKA_MOD_PART0_03206	COG3276
PROKKA_MOD_PART0_03217	COG0457
PROKKA_MOD_PART0_03222	COG0587
PROKKA_MOD_PART0_03229	COG0667
PROKKA_MOD_PART0_03231	COG2897
PROKKA_MOD_PART0_03238	COG1595
PROKKA_MOD_PART0_03242	COG3119
PROKKA_MOD_PART0_03248	COG0184
PROKKA_MOD_PART0_03251	COG0642
PROKKA_MOD_PART0_03258	COG3497
PROKKA_MOD_PART0_03261	COG1207
PROKKA_MOD_PART0_03262	COG0546
PROKKA_MOD_PART0_03264	COG3436
PROKKA_MOD_PART0_03265	COG3436
PROKKA_MOD_PART0_03267	COG0318
PROKKA_MOD_PART0_03279	COG1418
PROKKA_MOD_PART0_03281	COG3537
PROKKA_MOD_PART0_03282	COG3344
PROKKA_MOD_PART0_03293	COG1882
PROKKA_MOD_PART0_03297	COG0104
PROKKA_MOD_PART0_03299	COG0001
PROKKA_MOD_PART0_03302	COG2239
PROKKA_MOD_PART0_03311	COG2908
PROKKA_MOD_PART0_03312	COG2203
PROKKA_MOD_PART0_03315	COG5558
PROKKA_MOD_PART0_03316	COG3466
PROKKA_MOD_PART0_03327	COG0798
PROKKA_MOD_PART0_03328	COG3040
PROKKA_MOD_PART0_03331	COG0806
PROKKA_MOD_PART0_03333	COG0372
PROKKA_MOD_PART0_03336	COG0664
PROKKA_MOD_PART0_03337	COG0492
PROKKA_MOD_PART0_03338	COG2840
PROKKA_MOD_PART0_03343	COG1319
PROKKA_MOD_PART0_03344	COG3427
PROKKA_MOD_PART0_03345	COG2509
PROKKA_MOD_PART0_03347	COG1970
PROKKA_MOD_PART0_03348	COG3137
PROKKA_MOD_PART0_03349	COG1595
PROKKA_MOD_PART0_03361	COG3547
PROKKA_MOD_PART0_03362	COG1051
PROKKA_MOD_PART0_03368	COG3415
PROKKA_MOD_PART0_03372	COG0621
PROKKA_MOD_PART0_03379	COG2876
PROKKA_MOD_PART0_03380	COG0079
PROKKA_MOD_PART0_03381	COG0077
PROKKA_MOD_PART0_03382	COG1386
PROKKA_MOD_PART0_03383	COG0632
PROKKA_MOD_PART0_03384	COG0817
PROKKA_MOD_PART0_03397	COG4608
PROKKA_MOD_PART0_03399	COG0640
PROKKA_MOD_PART0_03407	COG0461
PROKKA_MOD_PART0_03412	COG0330
PROKKA_MOD_PART0_03420	COG1014
PROKKA_MOD_PART0_03422	COG0189
PROKKA_MOD_PART0_03427	COG0682
PROKKA_MOD_PART0_03433	COG1250
PROKKA_MOD_PART0_03434	COG0604
PROKKA_MOD_PART0_03435	COG1024
PROKKA_MOD_PART0_03436	COG0154
PROKKA_MOD_PART0_03437	COG3622
PROKKA_MOD_PART0_03441	COG3296
PROKKA_MOD_PART0_03442	COG1940
PROKKA_MOD_PART0_03443	COG0563
PROKKA_MOD_PART0_03444	COG4747
PROKKA_MOD_PART0_03472	COG0318
PROKKA_MOD_PART0_03475	COG0346
PROKKA_MOD_PART0_03482	COG3629
PROKKA_MOD_PART0_03485	COG3119
PROKKA_MOD_PART0_03487	COG0779
PROKKA_MOD_PART0_03488	COG0195
PROKKA_MOD_PART0_03497	COG1587
PROKKA_MOD_PART0_03510	COG1262
PROKKA_MOD_PART0_03512	COG1018
PROKKA_MOD_PART0_03514	COG3344
PROKKA_MOD_PART0_03516	COG1267
PROKKA_MOD_PART0_03517	COG0515
PROKKA_MOD_PART0_03518	COG1469
PROKKA_MOD_PART0_03519	COG1154
PROKKA_MOD_PART0_03520	COG0142
PROKKA_MOD_PART0_03521	COG1722
PROKKA_MOD_PART0_03522	COG1592
PROKKA_MOD_PART0_03524	COG0631
PROKKA_MOD_PART0_03525	COG4636
PROKKA_MOD_PART0_03527	COG2085
PROKKA_MOD_PART0_03528	COG1478
PROKKA_MOD_PART0_03529	COG0778
PROKKA_MOD_PART0_03530	COG0596
PROKKA_MOD_PART0_03533	COG1748
PROKKA_MOD_PART0_03534	COG0019
PROKKA_MOD_PART0_03535	COG0361
PROKKA_MOD_PART0_03536	COG0010
PROKKA_MOD_PART0_03537	COG0264
PROKKA_MOD_PART0_03538	COG0052
PROKKA_MOD_PART0_03539	COG1283
PROKKA_MOD_PART0_03540	COG1283
PROKKA_MOD_PART0_03541	COG1283
PROKKA_MOD_PART0_03546	COG0226
PROKKA_MOD_PART0_03547	COG0526
PROKKA_MOD_PART0_03548	COG0573
PROKKA_MOD_PART0_03549	COG0581
PROKKA_MOD_PART0_03550	COG1117
PROKKA_MOD_PART0_03551	COG0704
PROKKA_MOD_PART0_03552	COG0745
PROKKA_MOD_PART0_03553	COG5002
PROKKA_MOD_PART0_03561	COG3063
PROKKA_MOD_PART0_03565	COG1977
PROKKA_MOD_PART0_03567	COG0031
PROKKA_MOD_PART0_03568	COG0067
PROKKA_MOD_PART0_03569	COG1942
PROKKA_MOD_PART0_03570	COG0625
PROKKA_MOD_PART0_03575	COG0531
PROKKA_MOD_PART0_03577	COG0644
PROKKA_MOD_PART0_03580	COG0156
PROKKA_MOD_PART0_03591	COG0347
PROKKA_MOD_PART0_03594	COG1473
PROKKA_MOD_PART0_03596	COG0112
PROKKA_MOD_PART0_03599	COG1814
PROKKA_MOD_PART0_03600	COG0697
PROKKA_MOD_PART0_03603	COG0664
PROKKA_MOD_PART0_03616	COG0480
PROKKA_MOD_PART0_03617	COG0049
PROKKA_MOD_PART0_03618	COG0048
PROKKA_MOD_PART0_03619	COG0086
PROKKA_MOD_PART0_03620	COG0085
PROKKA_MOD_PART0_03621	COG0222
PROKKA_MOD_PART0_03622	COG0244
PROKKA_MOD_PART0_03623	COG0081
PROKKA_MOD_PART0_03624	COG0080
PROKKA_MOD_PART0_03625	COG0250
PROKKA_MOD_PART0_03626	COG0690
PROKKA_MOD_PART0_03630	COG0576
PROKKA_MOD_PART0_03633	COG0529
PROKKA_MOD_PART0_03634	COG2895
PROKKA_MOD_PART0_03635	COG0175
PROKKA_MOD_PART0_03638	COG0559
PROKKA_MOD_PART0_03644	COG2141
PROKKA_MOD_PART0_03652	COG0421
PROKKA_MOD_PART0_03655	COG4103
PROKKA_MOD_PART0_03657	COG2853
PROKKA_MOD_PART0_03658	COG3219
PROKKA_MOD_PART0_03659	COG3220
PROKKA_MOD_PART0_03662	COG1643
PROKKA_MOD_PART0_03663	COG2030
PROKKA_MOD_PART0_03665	COG4121
PROKKA_MOD_PART0_03666	COG3823
PROKKA_MOD_PART0_03667	COG1026
PROKKA_MOD_PART0_03668	COG0745
PROKKA_MOD_PART0_03669	COG0642
PROKKA_MOD_PART0_03670	COG0810
PROKKA_MOD_PART0_03671	COG2141
PROKKA_MOD_PART0_03674	COG3670
PROKKA_MOD_PART0_03675	COG4704
PROKKA_MOD_PART0_03676	COG3670
PROKKA_MOD_PART0_03677	COG1309
PROKKA_MOD_PART0_03688	COG1743
PROKKA_MOD_PART0_03689	COG2244
PROKKA_MOD_PART0_03691	COG4992
PROKKA_MOD_PART0_03694	COG0479
PROKKA_MOD_PART0_03707	COG0841
PROKKA_MOD_PART0_03708	COG0845
PROKKA_MOD_PART0_03713	COG0789
PROKKA_MOD_PART0_03722	COG2152
PROKKA_MOD_PART0_03727	COG4608
PROKKA_MOD_PART0_03735	COG1028
PROKKA_MOD_PART0_03740	COG1619
PROKKA_MOD_PART0_03744	COG3540
PROKKA_MOD_PART0_03748	COG1281
PROKKA_MOD_PART0_03749	COG1489
PROKKA_MOD_PART0_03753	COG0695
PROKKA_MOD_PART0_03758	COG0463
PROKKA_MOD_PART0_03762	COG2921
PROKKA_MOD_PART0_03763	COG1686
PROKKA_MOD_PART0_03767	COG1131
PROKKA_MOD_PART0_03784	COG0812
PROKKA_MOD_PART0_03790	COG1951
PROKKA_MOD_PART0_03791	COG1977
PROKKA_MOD_PART0_03792	COG0303
PROKKA_MOD_PART0_03800	COG1173
PROKKA_MOD_PART0_03802	COG0579
PROKKA_MOD_PART0_03803	COG0115
PROKKA_MOD_PART0_03812	COG1999
PROKKA_MOD_PART0_03813	COG2890
PROKKA_MOD_PART0_03820	COG0126
PROKKA_MOD_PART0_03821	COG0057
PROKKA_MOD_PART0_03825	COG1225
PROKKA_MOD_PART0_03826	COG0673
PROKKA_MOD_PART0_03830	COG2755
PROKKA_MOD_PART0_03840	COG0167
PROKKA_MOD_PART0_03841	COG0784
PROKKA_MOD_PART0_03844	COG0279
PROKKA_MOD_PART0_03848	COG0438
PROKKA_MOD_PART0_03852	COG2095
PROKKA_MOD_PART0_03858	COG1595
PROKKA_MOD_PART0_03860	COG1466
PROKKA_MOD_PART0_03874	COG0702
PROKKA_MOD_PART0_03875	COG0617
PROKKA_MOD_PART0_03879	COG3350
PROKKA_MOD_PART0_03881	COG0705
PROKKA_MOD_PART0_03883	COG4447
PROKKA_MOD_PART0_03885	COG1975
PROKKA_MOD_PART0_03893	COG0515
PROKKA_MOD_PART0_03896	COG3220
PROKKA_MOD_PART0_03898	COG4805
PROKKA_MOD_PART0_03908	COG1173
PROKKA_MOD_PART0_03920	COG1694
PROKKA_MOD_PART0_03921	COG0604
PROKKA_MOD_PART0_03923	COG0602
PROKKA_MOD_PART0_03924	COG0494
PROKKA_MOD_PART0_03925	COG0823
PROKKA_MOD_PART0_03928	COG0644
PROKKA_MOD_PART0_03929	COG0542
PROKKA_MOD_PART0_03930	COG2609
PROKKA_MOD_PART0_03933	COG0741
PROKKA_MOD_PART0_03936	COG0240
PROKKA_MOD_PART0_03940	COG0452
PROKKA_MOD_PART0_03941	COG1198
PROKKA_MOD_PART0_03942	COG2801
PROKKA_MOD_PART0_03950	COG3307
PROKKA_MOD_PART0_03964	COG0006
PROKKA_MOD_PART0_03965	COG1208
PROKKA_MOD_PART0_03966	COG3178
PROKKA_MOD_PART0_03969	COG2143
PROKKA_MOD_PART0_03971	COG0332
PROKKA_MOD_PART0_03973	COG2114
PROKKA_MOD_PART0_03974	COG2114
PROKKA_MOD_PART0_03975	COG2020
PROKKA_MOD_PART0_03977	COG2114
PROKKA_MOD_PART0_03982	COG1168
PROKKA_MOD_PART0_03986	COG2869
PROKKA_MOD_PART0_03996	COG1621
PROKKA_MOD_PART0_03997	COG0642
PROKKA_MOD_PART0_03998	COG2267
PROKKA_MOD_PART0_03999	COG1454
PROKKA_MOD_PART0_04000	COG1063
PROKKA_MOD_PART0_04001	COG4146
PROKKA_MOD_PART0_04002	COG3254
PROKKA_MOD_PART0_04006	COG0483
PROKKA_MOD_PART0_04007	COG5379
PROKKA_MOD_PART0_04013	COG0017
PROKKA_MOD_PART0_04014	COG0721
PROKKA_MOD_PART0_04015	COG1925
PROKKA_MOD_PART0_04016	COG1493
PROKKA_MOD_PART0_04017	COG1137
PROKKA_MOD_PART0_04018	COG1934
PROKKA_MOD_PART0_04026	COG0758
PROKKA_MOD_PART0_04029	COG1232
PROKKA_MOD_PART0_04031	COG0022
PROKKA_MOD_PART0_04033	COG2065
PROKKA_MOD_PART0_04034	COG0816
PROKKA_MOD_PART0_04039	COG1116
PROKKA_MOD_PART0_04040	COG0715
PROKKA_MOD_PART0_04042	COG0644
PROKKA_MOD_PART0_04043	COG0334
PROKKA_MOD_PART0_04044	COG0508
PROKKA_MOD_PART0_04045	COG0022
PROKKA_MOD_PART0_04046	COG0001
PROKKA_MOD_PART0_04048	COG0097
PROKKA_MOD_PART0_04058	COG0071
PROKKA_MOD_PART0_04059	COG1886
PROKKA_MOD_PART0_04060	COG1868
PROKKA_MOD_PART0_04061	COG1580
PROKKA_MOD_PART0_04062	COG1360
PROKKA_MOD_PART0_04063	COG2885
PROKKA_MOD_PART0_04064	COG3119
PROKKA_MOD_PART0_04070	COG2199
PROKKA_MOD_PART0_04072	COG0382
PROKKA_MOD_PART0_04073	COG1189
PROKKA_MOD_PART0_04075	COG1308
PROKKA_MOD_PART0_04082	COG2202
PROKKA_MOD_PART0_04107	COG0432
PROKKA_MOD_PART0_04109	COG3181
PROKKA_MOD_PART0_04110	COG4948
PROKKA_MOD_PART0_04111	COG3653
PROKKA_MOD_PART0_04124	COG2079
PROKKA_MOD_PART0_04128	COG1495
PROKKA_MOD_PART0_04129	COG0704
PROKKA_MOD_PART0_04144	COG3291
PROKKA_MOD_PART0_04145	COG2377
PROKKA_MOD_PART0_04147	COG0520
PROKKA_MOD_PART0_04148	COG3483
PROKKA_MOD_PART0_04149	COG0180
PROKKA_MOD_PART0_04155	COG0502
PROKKA_MOD_PART0_04156	COG3039
PROKKA_MOD_PART0_04157	COG1132
PROKKA_MOD_PART0_04158	COG0015
PROKKA_MOD_PART0_04163	COG0589
PROKKA_MOD_PART0_04166	COG0556
PROKKA_MOD_PART0_04167	COG2226
PROKKA_MOD_PART0_04168	COG0182
PROKKA_MOD_PART0_04169	COG0005
PROKKA_MOD_PART0_04171	COG3360
PROKKA_MOD_PART0_04175	COG0757
PROKKA_MOD_PART0_04179	COG1044
PROKKA_MOD_PART0_04189	COG3206
PROKKA_MOD_PART0_04202	COG2890
PROKKA_MOD_PART0_04203	COG0216
PROKKA_MOD_PART0_04204	COG3872
PROKKA_MOD_PART0_04205	COG0254
PROKKA_MOD_PART0_04206	COG0211
PROKKA_MOD_PART0_04207	COG0261
PROKKA_MOD_PART0_04209	COG0182
PROKKA_MOD_PART0_04230	COG0642
PROKKA_MOD_PART0_04231	COG1215
PROKKA_MOD_PART0_04241	COG0501
PROKKA_MOD_PART0_04250	COG1011
PROKKA_MOD_PART0_04255	COG2208
PROKKA_MOD_PART0_04259	COG2847
PROKKA_MOD_PART0_04260	COG2715
PROKKA_MOD_PART0_04262	COG1024
PROKKA_MOD_PART0_04264	COG1893
PROKKA_MOD_PART0_04266	COG0476
PROKKA_MOD_PART0_04271	COG3063
PROKKA_MOD_PART0_04276	COG1012
PROKKA_MOD_PART0_04277	COG0287
PROKKA_MOD_PART0_04282	COG1278
PROKKA_MOD_PART0_04284	COG5513
PROKKA_MOD_PART0_04286	COG0642
PROKKA_MOD_PART0_04290	COG2239
PROKKA_MOD_PART0_04291	COG1660
PROKKA_MOD_PART0_04292	COG1544
PROKKA_MOD_PART0_04294	COG1932
PROKKA_MOD_PART0_04302	COG2137
PROKKA_MOD_PART0_04305	COG4245
PROKKA_MOD_PART0_04306	COG0524
PROKKA_MOD_PART0_04307	COG0604
PROKKA_MOD_PART0_04309	COG0631
PROKKA_MOD_PART0_04310	COG0515
PROKKA_MOD_PART0_04316	COG1911
PROKKA_MOD_PART0_04321	COG4341
PROKKA_MOD_PART0_04331	COG1670
PROKKA_MOD_PART0_04332	COG1131
PROKKA_MOD_PART0_04335	COG0524
PROKKA_MOD_PART0_04337	COG0537
PROKKA_MOD_PART0_04338	COG1702
PROKKA_MOD_PART0_04339	COG0319
PROKKA_MOD_PART0_04340	COG2928
PROKKA_MOD_PART0_04348	COG0588
PROKKA_MOD_PART0_04350	COG0456
PROKKA_MOD_PART0_04362	COG1696
PROKKA_MOD_PART0_04368	COG0123
PROKKA_MOD_PART0_04376	COG1359
PROKKA_MOD_PART0_04382	COG1972
PROKKA_MOD_PART0_04383	COG1435
PROKKA_MOD_PART0_04384	COG0295
PROKKA_MOD_PART0_04386	COG1215
PROKKA_MOD_PART0_04387	COG0210
PROKKA_MOD_PART0_04389	COG4864
PROKKA_MOD_PART0_04390	COG0542
PROKKA_MOD_PART0_04394	COG0438
PROKKA_MOD_PART0_04395	COG0512
PROKKA_MOD_PART0_04398	COG0750
PROKKA_MOD_PART0_04406	COG0194
PROKKA_MOD_PART0_04411	COG0845
PROKKA_MOD_PART0_04412	COG1538
PROKKA_MOD_PART0_04416	COG2120
PROKKA_MOD_PART0_04418	COG2804
PROKKA_MOD_PART0_04436	COG4962
PROKKA_MOD_PART0_04438	COG0560
PROKKA_MOD_PART0_04440	COG0640
