Id	Name	Description
PF00618	RasGEF_N	RasGEF N-terminal motif
PF00619	CARD	Caspase recruitment domain
PF00620	RhoGAP	RhoGAP domain
PF00621	RhoGEF	RhoGEF domain
PF00622	SPRY	SPRY domain
PF00623	RNA_pol_Rpb1_2	RNA polymerase Rpb1, domain 2
PF00624	Flocculin	Flocculin repeat
PF00625	Guanylate_kin	Guanylate kinase
PF00626	Gelsolin	Gelsolin repeat
PF00627	UBA	UBA/TS-N domain
PF00628	PHD	PHD-finger
PF00629	MAM	MAM domain, meprin/A5/mu
PF00630	Filamin	Filamin/ABP280 repeat
PF00631	G-gamma	GGL domain
PF00632	HECT	HECT-domain (ubiquitin-transferase)
PF00633	HHH	Helix-hairpin-helix motif
PF00634	BRCA2	BRCA2 repeat
PF00635	Motile_Sperm	MSP (Major sperm protein) domain
PF00636	Ribonuclease_3	Ribonuclease III domain
PF00637	Clathrin	Region in Clathrin and VPS
PF00638	Ran_BP1	RanBP1 domain
PF00639	Rotamase	PPIC-type PPIASE domain
PF00640	PID	Phosphotyrosine interaction domain (PTB/PID)
PF00641	zf-RanBP	Zn-finger in Ran binding protein and others
PF00642	zf-CCCH	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
PF00643	zf-B_box	B-box zinc finger
PF00644	PARP	Poly(ADP-ribose) polymerase catalytic domain
PF00645	zf-PARP	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
PF00646	F-box	F-box domain
PF00647	EF1G	Elongation factor 1 gamma, conserved domain
PF00648	Peptidase_C2	Calpain family cysteine protease
PF00650	CRAL_TRIO	CRAL/TRIO domain
PF00651	BTB	BTB/POZ domain
PF00652	Ricin_B_lectin	Ricin-type beta-trefoil lectin domain
PF00653	BIR	Inhibitor of Apoptosis domain
PF00654	Voltage_CLC	Voltage gated chloride channel
PF00656	Peptidase_C14	Caspase domain
PF00657	Lipase_GDSL	GDSL-like Lipase/Acylhydrolase
PF00658	PABP	Poly-adenylate binding protein, unique domain
PF00659	POLO_box	POLO box duplicated region
PF00662	Proton_antipo_N	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus
PF00664	ABC_membrane	ABC transporter transmembrane region
PF00665	rve	Integrase core domain
PF00667	FAD_binding_1	FAD binding domain
PF00668	Condensation	Condensation domain
PF00669	Flagellin_N	Bacterial flagellin N-terminal helical region
PF00670	AdoHcyase_NAD	S-adenosyl-L-homocysteine hydrolase, NAD binding domain
PF00672	HAMP	HAMP domain
PF00673	Ribosomal_L5_C	ribosomal L5P family C-terminus
PF00675	Peptidase_M16	Insulinase (Peptidase family M16)
PF00676	E1_dh	Dehydrogenase E1 component
PF00677	Lum_binding	Lumazine binding domain
PF00679	EFG_C	Elongation factor G C-terminus
PF00680	RdRP_1	RNA dependent RNA polymerase
PF00681	Plectin	Plectin repeat
PF00682	HMGL-like	HMGL-like
PF00683	TB	TB domain
PF00684	DnaJ_CXXCXGXG	DnaJ central domain
PF00685	Sulfotransfer_1	Sulfotransferase domain
PF00686	CBM_20	Starch binding domain
PF00687	Ribosomal_L1	Ribosomal protein L1p/L10e family
PF00688	TGFb_propeptide	TGF-beta propeptide
PF00689	Cation_ATPase_C	Cation transporting ATPase, C-terminus
PF00690	Cation_ATPase_N	Cation transporter/ATPase, N-terminus
PF00691	OmpA	OmpA family
PF00692	dUTPase	dUTPase
PF00694	Aconitase_C	Aconitase C-terminal domain
PF00696	AA_kinase	Amino acid kinase family
PF00697	PRAI	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF00698	Acyl_transf_1	Acyl transferase domain
PF00699	Urease_beta	Urease beta subunit
PF00700	Flagellin_C	Bacterial flagellin C-terminal helical region
PF00701	DHDPS	Dihydrodipicolinate synthetase family
PF00702	Hydrolase	haloacid dehalogenase-like hydrolase
PF00703	Glyco_hydro_2	Glycosyl hydrolases family 2
PF00704	Glyco_hydro_18	Glycosyl hydrolases family 18
PF00705	PCNA_N	Proliferating cell nuclear antigen, N-terminal domain
PF00707	IF3_C	Translation initiation factor IF-3, C-terminal domain
PF00708	Acylphosphatase	Acylphosphatase
PF00709	Adenylsucc_synt	Adenylosuccinate synthetase
PF00710	Asparaginase	Asparaginase, N-terminal
PF00712	DNA_pol3_beta	DNA polymerase III beta subunit, N-terminal domain
PF00716	Peptidase_S21	Assemblin (Peptidase family S21)
PF00717	Peptidase_S24	Peptidase S24-like
PF00719	Pyrophosphatase	Inorganic pyrophosphatase
PF00720	SSI	Subtilisin inhibitor-like
PF00722	Glyco_hydro_16	Glycosyl hydrolases family 16
PF00723	Glyco_hydro_15	Glycosyl hydrolases family 15
PF00724	Oxidored_FMN	NADH:flavin oxidoreductase / NADH oxidase family
PF00725	3HCDH	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
PF00728	Glyco_hydro_20	Glycosyl hydrolase family 20, catalytic domain
PF00729	Viral_coat	Viral coat protein (S domain)
PF00730	HhH-GPD	HhH-GPD superfamily base excision DNA repair protein
PF00731	AIRC	AIR carboxylase
PF00732	GMC_oxred_N	GMC oxidoreductase
PF00733	Asn_synthase	Asparagine synthase
PF00734	CBM_1	Fungal cellulose binding domain
PF00735	Septin	Septin
PF00736	EF1_GNE	EF-1 guanine nucleotide exchange domain
PF00737	PsbH	Photosystem II 10 kDa phosphoprotein
PF00741	Gas_vesicle	Gas vesicle protein
PF00742	Homoserine_dh	Homoserine dehydrogenase
PF00743	FMO-like	Flavin-binding monooxygenase-like
PF00745	GlutR_dimer	Glutamyl-tRNAGlu reductase, dimerisation domain
PF00746	Gram_pos_anchor	Gram positive anchor
PF00748	Calpain_inhib	Calpain inhibitor
PF00749	tRNA-synt_1c	tRNA synthetases class I (E and Q), catalytic domain
PF00750	tRNA-synt_1d	tRNA synthetases class I (R)
PF00752	XPG_N	XPG N-terminal domain
PF00753	Lactamase_B	Metallo-beta-lactamase superfamily
PF00754	F5_F8_type_C	F5/8 type C domain
PF00755	Carn_acyltransf	Choline/Carnitine o-acyltransferase
PF00756	Esterase	Putative esterase
PF00757	Furin-like	Furin-like cysteine rich region
PF00759	Glyco_hydro_9	Glycosyl hydrolase family 9
PF00762	Ferrochelatase	Ferrochelatase
PF00763	THF_DHG_CYH	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
PF00764	Arginosuc_synth	Arginosuccinate synthase
PF00765	Autoind_synth	Autoinducer synthase
PF00766	ETF_alpha	Electron transfer flavoprotein FAD-binding domain
PF00768	Peptidase_S11	D-alanyl-D-alanine carboxypeptidase
PF00769	ERM	Ezrin/radixin/moesin family
PF00770	Peptidase_C5	Adenovirus endoprotease
PF00771	FHIPEP	FHIPEP family
PF00772	DnaB	DnaB-like helicase N terminal domain
PF00773	RNB	RNB domain
PF00775	Dioxygenase_C	Dioxygenase
PF00777	Glyco_transf_29	Glycosyltransferase family 29 (sialyltransferase)
PF00778	DIX	DIX domain
PF00779	BTK	BTK motif
PF00780	CNH	CNH domain
PF00781	DAGK_cat	Diacylglycerol kinase catalytic domain
PF00782	DSPc	Dual specificity phosphatase, catalytic domain
PF00784	MyTH4	MyTH4 domain
PF00786	PBD	P21-Rho-binding domain
PF00787	PX	PX domain
PF00788	RA	Ras association (RalGDS/AF-6) domain
PF00789	UBX	UBX domain
PF00790	VHS	VHS domain
PF00791	ZU5	ZU5 domain
PF00792	PI3K_C2	Phosphoinositide 3-kinase C2
PF00793	DAHP_synth_1	DAHP synthetase I family
PF00794	PI3K_rbd	PI3-kinase family, ras-binding domain
PF00795	CN_hydrolase	Carbon-nitrogen hydrolase
PF00796	PSI_8	Photosystem I reaction centre subunit VIII
PF00797	Acetyltransf_2	N-acetyltransferase
PF00799	Gemini_AL1	Geminivirus Rep catalytic domain
PF00800	PDT	Prephenate dehydratase
PF00801	PKD	PKD domain
PF00802	Glycoprotein_G	Pneumovirus attachment glycoprotein G
PF00804	Syntaxin	Syntaxin
PF00805	Pentapeptide	Pentapeptide repeats (8 copies)
PF00806	PUF	Pumilio-family RNA binding repeat
PF00808	CBFD_NFYB_HMF	Histone-like transcription factor (CBF/NF-Y) and archaeal histone
PF00809	Pterin_bind	Pterin binding enzyme
PF00810	ER_lumen_recept	ER lumen protein retaining receptor
PF00811	Ependymin	Ependymin
PF00812	Ephrin	Ephrin
PF00813	FliP	FliP family
PF00814	Peptidase_M22	Glycoprotease family
PF00815	Histidinol_dh	Histidinol dehydrogenase
PF00816	Histone_HNS	H-NS histone family
PF00817	IMS	impB/mucB/samB family
PF00821	PEPCK	Phosphoenolpyruvate carboxykinase
PF00822	PMP22_Claudin	PMP-22/EMP/MP20/Claudin family
PF00823	PPE	PPE family
PF00825	Ribonuclease_P	Ribonuclease P
PF00827	Ribosomal_L15e	Ribosomal L15
PF00828	Ribosomal_L27A	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A
PF00829	Ribosomal_L21p	Ribosomal prokaryotic L21 protein
PF00830	Ribosomal_L28	Ribosomal L28 family
PF00831	Ribosomal_L29	Ribosomal L29 protein
PF00832	Ribosomal_L39	Ribosomal L39 protein
PF00833	Ribosomal_S17e	Ribosomal S17
PF00834	Ribul_P_3_epim	Ribulose-phosphate 3 epimerase family
PF00836	Stathmin	Stathmin family
PF00837	T4_deiodinase	Iodothyronine deiodinase
PF00838	TCTP	Translationally controlled tumour protein
PF00839	Cys_rich_FGFR	Cysteine rich repeat
PF00840	Glyco_hydro_7	Glycosyl hydrolase family 7
PF00842	Ala_racemase_C	Alanine racemase, C-terminal domain
PF00847	AP2	AP2 domain
PF00848	Ring_hydroxyl_A	Ring hydroxylating alpha subunit (catalytic domain)
PF00849	PseudoU_synth_2	RNA pseudouridylate synthase
PF00850	Hist_deacetyl	Histone deacetylase domain
PF00852	Glyco_transf_10	Glycosyltransferase family 10 (fucosyltransferase) C-term
PF00853	Runt	Runt domain
PF00854	PTR2	POT family
PF00855	PWWP	PWWP domain
PF00856	SET	SET domain
PF00857	Isochorismatase	Isochorismatase family
PF00858	ASC	Amiloride-sensitive sodium channel
PF00860	Xan_ur_permease	Permease family
PF00861	Ribosomal_L18p	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
PF00862	Sucrose_synth	Sucrose synthase
PF00864	P2X_receptor	ATP P2X receptor
PF00866	Ring_hydroxyl_B	Ring hydroxylating beta subunit
PF00867	XPG_I	XPG I-region
PF00868	Transglut_N	Transglutaminase family
PF00870	P53	P53 DNA-binding domain
PF00871	Acetate_kinase	Acetokinase family
PF00872	Transposase_mut	Transposase, Mutator family
PF00873	ACR_tran	AcrB/AcrD/AcrF family
PF00874	PRD	PRD domain
PF00875	DNA_photolyase	DNA photolyase
PF00876	Innexin	Innexin
PF00877	NLPC_P60	NlpC/P60 family
PF00878	CIMR	Cation-independent mannose-6-phosphate receptor repeat
PF00881	Nitroreductase	Nitroreductase family
PF00882	Zn_dep_PLPC	Zinc dependent phospholipase C
PF00883	Peptidase_M17	Cytosol aminopeptidase family, catalytic domain
PF00884	Sulfatase	Sulfatase
PF00885	DMRL_synthase	6,7-dimethyl-8-ribityllumazine synthase
PF00886	Ribosomal_S16	Ribosomal protein S16
PF00887	ACBP	Acyl CoA binding protein
PF00888	Cullin	Cullin family
PF00889	EF_TS	Elongation factor TS
PF00890	FAD_binding_2	FAD binding domain
PF00891	Methyltransf_2	O-methyltransferase
PF00892	EamA	EamA-like transporter family
PF00893	Multi_Drug_Res	Small Multidrug Resistance protein
PF00899	ThiF	ThiF family
PF00900	Ribosomal_S4e	Ribosomal family S4e
PF00902	TatC	Sec-independent protein translocase protein (TatC)
PF00903	Glyoxalase	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF00905	Transpeptidase	Penicillin binding protein transpeptidase domain
PF00907	T-box	T-box
PF00908	dTDP_sugar_isom	dTDP-4-dehydrorhamnose 3,5-epimerase
PF00909	Ammonium_transp	Ammonium Transporter Family
PF00910	RNA_helicase	RNA helicase
PF00912	Transgly	Transglycosylase
PF00916	Sulfate_transp	Sulfate permease family
PF00917	MATH	MATH domain
PF00919	UPF0004	Uncharacterized protein family UPF0004
PF00920	ILVD_EDD	Dehydratase family
PF00923	TAL_FSA	Transaldolase/Fructose-6-phosphate aldolase
PF00924	MS_channel	Mechanosensitive ion channel
PF00925	GTP_cyclohydro2	GTP cyclohydrolase II
PF00926	DHBP_synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase
PF00927	Transglut_C	Transglutaminase family, C-terminal ig like domain
PF00928	Adap_comp_sub	Adaptor complexes medium subunit family
PF00929	RNase_T	Exonuclease
PF00930	DPPIV_N	Dipeptidyl peptidase IV (DPP IV) N-terminal region
PF00931	NB-ARC	NB-ARC domain
PF00932	LTD	Lamin Tail Domain
PF00933	Glyco_hydro_3	Glycosyl hydrolase family 3 N terminal domain
PF00934	PE	PE family
PF00935	Ribosomal_L44	Ribosomal protein L44
PF00936	BMC	BMC domain
PF00939	Na_sulph_symp	Sodium:sulfate symporter transmembrane region
PF00940	RNA_pol	DNA-dependent RNA polymerase
PF00941	FAD_binding_5	FAD binding domain in molybdopterin dehydrogenase
PF00942	CBM_3	Cellulose binding domain
PF00947	Pico_P2A	Picornavirus core protein 2A
PF00949	Peptidase_S7	Peptidase S7, Flavivirus NS3 serine protease 
PF00950	ABC-3	ABC 3 transport family
PF00953	Glycos_transf_4	Glycosyl transferase family 4
PF00955	HCO3_cotransp	HCO3- transporter family
PF00956	NAP	Nucleosome assembly protein (NAP)
PF00957	Synaptobrevin	Synaptobrevin
PF00958	GMP_synt_C	GMP synthase C terminal domain
PF00959	Phage_lysozyme	Phage lysozyme
PF00960	Neocarzinostat	Neocarzinostatin family
PF00961	LAGLIDADG_1	LAGLIDADG endonuclease
PF00962	A_deaminase	Adenosine/AMP deaminase
PF00963	Cohesin	Cohesin domain
PF00965	TIMP	Tissue inhibitor of metalloproteinase
PF00970	FAD_binding_6	Oxidoreductase FAD-binding domain
PF00975	Thioesterase	Thioesterase domain
PF00977	His_biosynth	Histidine biosynthesis protein
PF00982	Glyco_transf_20	Glycosyltransferase family 20
PF00984	UDPG_MGDP_dh	UDP-glucose/GDP-mannose dehydrogenase family, central domain
PF00986	DNA_gyraseB_C	DNA gyrase B subunit, carboxyl terminus
PF00988	CPSase_sm_chain	Carbamoyl-phosphate synthase small chain, CPSase domain
PF00989	PAS	PAS fold
PF00990	GGDEF	Diguanylate cyclase, GGDEF domain
PF00992	Troponin	Troponin
PF00994	MoCF_biosynth	Probable molybdopterin binding domain
PF00995	Sec1	Sec1 family
PF00996	GDI	GDP dissociation inhibitor
PF00999	Na_H_Exchanger	Sodium/hydrogen exchanger family
PF01000	RNA_pol_A_bac	RNA polymerase Rpb3/RpoA insert domain
PF01007	IRK	Inward rectifier potassium channel
PF01008	IF-2B	Initiation factor 2 subunit family
PF01010	Proton_antipo_C	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus
PF01011	PQQ	PQQ enzyme repeat
PF01012	ETF	Electron transfer flavoprotein domain
PF01014	Uricase	Uricase
PF01015	Ribosomal_S3Ae	Ribosomal S3Ae family
PF01016	Ribosomal_L27	Ribosomal L27 protein
PF01017	STAT_alpha	STAT protein, all-alpha domain
PF01018	GTP1_OBG	GTP1/OBG
PF01019	G_glu_transpept	Gamma-glutamyltranspeptidase
PF01020	Ribosomal_L40e	Ribosomal L40e family
PF01022	HTH_5	Bacterial regulatory protein, arsR family
PF01023	S_100	S-100/ICaBP type calcium binding domain
PF01025	GrpE	GrpE
PF01026	TatD_DNase	TatD related DNase
PF01027	Bax1-I	Inhibitor of apoptosis-promoting Bax1
PF01028	Topoisom_I	Eukaryotic DNA topoisomerase I, catalytic core
PF01029	NusB	NusB family
PF01030	Recep_L_domain	Receptor L domain
PF01031	Dynamin_M	Dynamin central region
PF01032	FecCD	FecCD transport family
PF01033	Somatomedin_B	Somatomedin B domain
PF01035	DNA_binding_1	6-O-methylguanine DNA methyltransferase, DNA binding domain
PF01036	Bac_rhodopsin	Bacteriorhodopsin-like protein
PF01037	AsnC_trans_reg	Lrp/AsnC ligand binding domain
PF01039	Carboxyl_trans	Carboxyl transferase domain
PF01040	UbiA	UbiA prenyltransferase family
PF01041	DegT_DnrJ_EryC1	DegT/DnrJ/EryC1/StrS aminotransferase family
PF01042	Ribonuc_L-PSP	Endoribonuclease L-PSP
PF01043	SecA_PP_bind	SecA preprotein cross-linking domain
PF01044	Vinculin	Vinculin family
PF01047	MarR	MarR family
PF01048	PNP_UDP_1	Phosphorylase superfamily
PF01050	MannoseP_isomer	Mannose-6-phosphate isomerase
PF01051	Rep_3	Initiator Replication protein
PF01052	FliMN_C	Type III flagellar switch regulator (C-ring) FliN C-term
PF01053	Cys_Met_Meta_PP	Cys/Met metabolism PLP-dependent enzyme
PF01055	Glyco_hydro_31	Glycosyl hydrolases family 31 
PF01057	Parvo_NS1	Parvovirus non-structural protein NS1
PF01058	Oxidored_q6	NADH ubiquinone oxidoreductase, 20 Kd subunit
PF01059	Oxidored_q5_N	NADH-ubiquinone oxidoreductase chain 4, amino terminus
PF01060	TTR-52	Transthyretin-like family
PF01061	ABC2_membrane	ABC-2 type transporter
PF01062	Bestrophin	Bestrophin, RFP-TM, chloride channel
PF01063	Aminotran_4	Amino-transferase class IV
PF01065	Adeno_hexon	Hexon, adenovirus major coat protein, N-terminal domain
PF01066	CDP-OH_P_transf	CDP-alcohol phosphatidyltransferase
PF01067	Calpain_III	Calpain large subunit, domain III
PF01068	DNA_ligase_A_M	ATP dependent DNA ligase domain
PF01070	FMN_dh	FMN-dependent dehydrogenase
PF01071	GARS_A	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain
PF01073	3Beta_HSD	3-beta hydroxysteroid dehydrogenase/isomerase family
PF01074	Glyco_hydro_38	Glycosyl hydrolases family 38 N-terminal domain
PF01075	Glyco_transf_9	Glycosyltransferase family 9 (heptosyltransferase)
PF01076	Mob_Pre	Plasmid recombination enzyme
PF01077	NIR_SIR	Nitrite and sulphite reductase 4Fe-4S domain
PF01078	Mg_chelatase	Magnesium chelatase, subunit ChlI
PF01079	Hint	Hint module
PF01080	Presenilin	Presenilin
PF01081	Aldolase	KDPG and KHG aldolase
PF01082	Cu2_monooxygen	Copper type II ascorbate-dependent monooxygenase, N-terminal domain
PF01083	Cutinase	Cutinase
PF01084	Ribosomal_S18	Ribosomal protein S18
PF01085	HH_signal	Hedgehog amino-terminal signalling domain
PF01086	Clathrin_lg_ch	Clathrin light chain
PF01087	GalP_UDP_transf	Galactose-1-phosphate uridyl transferase, N-terminal domain
PF01088	Peptidase_C12	Ubiquitin carboxyl-terminal hydrolase, family 1
PF01090	Ribosomal_S19e	Ribosomal protein S19e
PF01091	PTN_MK_C	PTN/MK heparin-binding protein family, C-terminal domain
PF01092	Ribosomal_S6e	Ribosomal protein S6e
PF01094	ANF_receptor	Receptor family ligand binding region
PF01095	Pectinesterase	Pectinesterase
PF01096	TFIIS_C	Transcription factor S-II (TFIIS)
PF01098	FTSW_RODA_SPOVE	Cell cycle protein
PF01103	Bac_surface_Ag	Surface antigen
PF01105	EMP24_GP25L	emp24/gp25L/p24 family/GOLD
PF01106	NifU	NifU-like domain
PF01109	GM_CSF	Granulocyte-macrophage colony-stimulating factor
PF01111	CKS	Cyclin-dependent kinase regulatory subunit
PF01112	Asparaginase_2	Asparaginase
PF01113	DapB_N	Dihydrodipicolinate reductase, N-terminus
PF01115	F_actin_cap_B	F-actin capping protein, beta subunit
PF01116	F_bP_aldolase	Fructose-bisphosphate aldolase class-II
PF01117	Aerolysin	Aerolysin toxin
PF01118	Semialdhyde_dh	Semialdehyde dehydrogenase, NAD binding domain
PF01119	DNA_mis_repair	DNA mismatch repair protein, C-terminal domain
PF01120	Alpha_L_fucos	Alpha-L-fucosidase
PF01121	CoaE	Dephospho-CoA kinase
PF01123	Stap_Strp_toxin	Staphylococcal/Streptococcal toxin, OB-fold domain
PF01124	MAPEG	MAPEG family
PF01125	G10	G10 protein
PF01126	Heme_oxygenase	Heme oxygenase
PF01127	Sdh_cyt	Succinate dehydrogenase/Fumarate reductase transmembrane subunit
PF01128	IspD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF01129	ART	NAD:arginine ADP-ribosyltransferase
PF01130	CD36	CD36 family
PF01131	Topoisom_bac	DNA topoisomerase
PF01132	EFP	Elongation factor P (EF-P) OB domain
PF01133	ER	Enhancer of rudimentary
PF01134	GIDA	Glucose inhibited division protein A
PF01135	PCMT	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)
PF01136	Peptidase_U32	Peptidase family U32
PF01137	RTC	RNA 3'-terminal phosphate cyclase
PF01138	RNase_PH	3' exoribonuclease family, domain 1
PF01139	RtcB	tRNA-splicing ligase RtcB
PF01142	TruD	tRNA pseudouridine synthase D (TruD)
PF01144	CoA_trans	Coenzyme A transferase
PF01145	Band_7	SPFH domain / Band 7 family
PF01146	Caveolin	Caveolin
PF01147	Crust_neurohorm	Crustacean CHH/MIH/GIH neurohormone family
PF01148	CTP_transf_1	Cytidylyltransferase family
PF01149	Fapy_DNA_glyco	Formamidopyrimidine-DNA glycosylase N-terminal domain
PF01150	GDA1_CD39	GDA1/CD39 (nucleoside phosphatase) family
PF01151	ELO	GNS1/SUR4 family
PF01152	Bac_globin	Bacterial-like globin
PF01153	Glypican	Glypican
PF01154	HMG_CoA_synt_N	Hydroxymethylglutaryl-coenzyme A synthase N terminal
PF01155	HypA	Hydrogenase/urease nickel incorporation, metallochaperone, hypA
PF01156	IU_nuc_hydro	Inosine-uridine preferring nucleoside hydrolase
PF01157	Ribosomal_L21e	Ribosomal protein L21e
PF01158	Ribosomal_L36e	Ribosomal protein L36e
PF01159	Ribosomal_L6e	Ribosomal protein L6e 
PF01161	PBP	Phosphatidylethanolamine-binding protein
PF01163	RIO1	RIO1 family
PF01165	Ribosomal_S21	Ribosomal protein S21
PF01167	Tub	Tub family
PF01168	Ala_racemase_N	Alanine racemase, N-terminal domain
PF01169	UPF0016	Uncharacterized protein family UPF0016
PF01170	UPF0020	Putative RNA methylase family UPF0020
PF01171	ATP_bind_3	PP-loop family
PF01172	SBDS	Shwachman-Bodian-Diamond syndrome (SBDS) protein 
PF01174	SNO	SNO glutamine amidotransferase family
PF01175	Urocanase	Urocanase
PF01176	eIF-1a	Translation initiation factor 1A / IF-1
PF01177	Asp_Glu_race	Asp/Glu/Hydantoin racemase
PF01179	Cu_amine_oxid	Copper amine oxidase, enzyme domain
PF01180	DHO_dh	Dihydroorotate dehydrogenase
PF01182	Glucosamine_iso	Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF01183	Glyco_hydro_25	Glycosyl hydrolases family 25
PF01184	Grp1_Fun34_YaaH	GPR1/FUN34/yaaH family
